county_state,GOP_2020,Avg_Trump_vote,Vax_Pct,Vax_5Plus_Pct,Vax_12Plus_Pct,Vax_18Plus_Pct,Vax_65Plus_Pct,COVID_Deaths_Per_10K,All_Deaths_Per_10K,median_age
Wheeler County_TX,0.923833966,0.923833966,42.20000076,44.90000153,48.09999847,48.09999847,73.19999695,32.47,391.72,41.09999847
Jack County_TX,0.903754652,0.903754652,40.79999924,43.09999847,47.09999847,50.40000153,71.30000305,20.66,300.73,38.59999847
Winston County_AL,0.903491676,0.903491676,22.39999962,23.70000076,25.60000038,27.10000038,40.59999847,29.17,389.82,45.79999924
Hansford County_TX,0.903273106,0.903273106,42.70000076,46.20000076,52.20000076,57.29999924,83.69999695,36.83,298.51,34.79999924
Brantley County_GA,0.902438998,0.902438998,26.60000038,28.29999924,31.10000038,33.20000076,51.40000153,11.05,238.11,40.79999924
Haakon County_SD,0.902374685,0.902374685,43.29999924,46.09999847,50.5,54.40000153,81.5,65.4,648.5,45
Dewey County_OK,0.900381505,0.900381505,25.79999924,27.60000038,31.20000076,33.90000153,61.09999847,72.45,520.72,39.09999847
Hartley County_TX,0.898941278,0.898941278,47.70000076,50.59999847,54.79999924,58.09999847,53.29999924,42.62,411.34,39.59999847
Leslie County_KY,0.897776842,0.897776842,53.20000076,56.29999924,61.5,64,78.59999847,25.3,276.32,43.29999924
Cleburne County_AL,0.897191107,0.897191107,29.39999962,31.20000076,34.09999847,36.29999924,53.09999847,18.54,322.45,42.20000076
Glascock County_GA,0.895846665,0.895846665,33.70000076,35.29999924,38.79999924,41.70000076,67.80000305,51.39,387.12,43.79999924
Blount County_AL,0.895715535,0.895715535,32.59999847,34.70000076,37.90000153,39.90000153,54.90000153,17.28,293.69,41.20000076
Gaines County_TX,0.893244386,0.893244386,22.10000038,24.70000076,28.5,31.70000076,52.70000076,12.79,142.04,28.10000038
Jackson County_KY,0.892033398,0.892033398,37.5,40,43.70000076,45.79999924,59.59999847,10.01,245.69,41.90000153
Coke County_TX,0.891512096,0.891512096,47.29999924,50.40000153,53.40000153,55,60.09999847,30.11,490.82,45.59999847
Holmes County_FL,0.891045451,0.891045451,30.10000038,31.89999962,34.5,36.59999847,60.59999847,30.33,452.89,42.09999847
Ochiltree County_TX,0.891001284,0.891001284,38.59999847,42,47.90000153,51.79999924,77.30000305,34.76,211.61,32.90000153
Stephens County_TX,0.890789449,0.890789449,36.79999924,39,42.29999924,45.5,66.19999695,22.89,277.99,40.59999847
Lipscomb County_TX,0.890613437,0.890613437,34.29999924,36.40000153,40.5,44.40000153,67.40000153,34.12,187.65,40.20000076
Major County_OK,0.889529824,0.889529824,51.09999847,54.79999924,60.79999924,65.19999695,94.40000153,41.73,363.85,41.29999924
Martin County_KY,0.88821137,0.88821137,55.20000076,57.79999924,62.40000153,64.80000305,70.19999695,11.67,254.04,40.09999847
Crook County_WY,0.886380196,0.886380196,31.70000076,34.20000076,37.70000076,40.29999924,67.90000153,23.24,313.06,43.40000153
Banks County_GA,0.885694802,0.885694802,31.20000076,33.09999847,36.09999847,38.29999924,58.70000076,5.93,200.95,41.79999924
Sheridan County_KS,0.885468841,0.885468841,36.79999924,39.09999847,42.70000076,46,63.5,44.39,443.91,42.09999847
Mills County_TX,0.885029912,0.885029912,43,44.90000153,48,51,65.90000153,44.64,455.36,48.79999924
Ness County_KS,0.884330869,0.884330869,53.70000076,56.29999924,61.29999924,62.70000076,83.40000153,56.14,449.1,46.59999847
Scott County_TN,0.884224474,0.884224474,37.5,39.90000153,43.70000076,47.20000076,69.19999695,23.27,346.31,40.40000153
Grant County_WV,0.884189487,0.884189487,46.09999847,48.79999924,52.29999924,54.90000153,68.59999847,44.61,478.92,47.20000076
Marion County_AL,0.88397187,0.88397187,37.09999847,39.20000076,42.5,45,63.90000153,43.42,436.98,43.79999924
Clay County_TX,0.882947206,0.882947206,44.5,46.5,50.29999924,53.40000153,73,19.49,271.85,46.70000076
Coleman County_TX,0.882880688,0.882880688,36.40000153,38.29999924,41.5,44.29999924,64.69999695,63.35,550.74,48.40000153
Duchesne County_UT,0.881393731,0.881393731,46,50.5,57.59999847,61.29999924,90.90000153,11.62,233.96,33.20000076
Owsley County_KY,0.881329119,0.881329119,48.5,52.09999847,55.79999924,57.59999847,73.90000153,25.3,424.99,42.79999924
Cullman County_AL,0.881221473,0.881221473,38.90000153,41.5,45.29999924,47.90000153,71.40000153,46.04,426.61,41
Callahan County_TX,0.879976571,0.879976571,41.90000153,44.40000153,47.90000153,50.29999924,69.40000153,15.59,246.55,43.29999924
McCreary County_KY,0.879776299,0.879776299,40,42.40000153,45.90000153,48.09999847,64.19999695,9.47,209.57,39.40000153
Clay County_KY,0.879594266,0.879594266,45.79999924,48.70000076,52.5,54.59999847,70.69999695,38.6,379.1,40
Bear Lake County_ID,0.879034698,0.879034698,47.40000153,50.90000153,56.79999924,61,93.69999695,18.33,285.71,39.5
Gray County_TX,0.87895143,0.87895143,41,43.90000153,48.59999847,51.40000153,73.40000153,59.44,390.87,38
George County_MS,0.877892256,0.877892256,41.09999847,44.40000153,49.70000076,53.40000153,88.69999695,31.5,352.96,36.20000076
Montague County_TX,0.877827585,0.877827585,35.20000076,37.29999924,40.70000076,43.59999847,65.30000305,29.89,380.22,43.09999847
Baylor County_TX,0.877790809,0.877790809,41,43.59999847,48.20000076,51.90000153,76.19999695,46.02,534.94,43.90000153
Millard County_UT,0.877272725,0.877272725,46.5,50.29999924,56.59999847,61,76,9.88,259.04,35.40000153
Weston County_WY,0.877188027,0.877188027,38.70000076,40.79999924,44,46.59999847,72.69999695,17.79,326.17,44.70000076
Franklin County_ID,0.877100825,0.877100825,46,49.59999847,55.59999847,61.20000076,92.30000305,11.59,236.6,34.20000076
Gove County_KS,0.876482904,0.876482904,48.90000153,51.79999924,56.79999924,60.29999924,77.90000153,83.48,457.35,42.09999847
Hutchinson County_TX,0.875726819,0.875726819,35.40000153,37.90000153,42,45.20000076,67,33.67,330.32,38.79999924
Sevier County_UT,0.873492241,0.873492241,45,48.59999847,53.70000076,56.79999924,83.19999695,9.59,285.31,36.79999924
Pierce County_GA,0.872996569,0.872996569,34.20000076,36.59999847,40.5,43.59999847,68.19999695,9.51,227.27,39.70000076
Eastland County_TX,0.872768939,0.872768939,37,39.29999924,42.40000153,45.29999924,68.19999695,29.67,415.92,42.09999847
Sabine County_TX,0.871878982,0.871878982,36.90000153,38.70000076,41.40000153,44.09999847,59.70000076,26.9,487.1,53.40000153
Itawamba County_MS,0.871790111,0.871790111,35.5,37.59999847,41,43.20000076,69.30000305,11.33,278.55,39.70000076
Beaver County_UT,0.869354844,0.869354844,49.09999847,53.59999847,61.20000076,66.40000153,94.09999847,15.17,280.04,34.29999924
Wayne County_TN,0.868945897,0.868945897,41.70000076,43.40000153,46,47.70000076,72.69999695,20.72,351.64,43.70000076
Monroe County_KY,0.868292689,0.868292689,47,50.40000153,54.90000153,57.59999847,78.09999847,43.62,377.46,42.20000076
Clinton County_KY,0.867802083,0.867802083,42.20000076,44.79999924,48.90000153,52,68.59999847,31.3,365.89,43
Phillips County_KS,0.867732584,0.867732584,44.40000153,46.90000153,50.90000153,54.29999924,75,41.54,367.6,45.40000153
Campbell County_WY,0.86757642,0.86757642,31.79999924,34.29999924,38.29999924,41,75.40000153,30.39,215.94,36
Leon County_TX,0.867304564,0.867304564,36.09999847,38.40000153,42,44.5,62.90000153,10.03,289.49,44.79999924
Tishomingo County_MS,0.867278874,0.867278874,39.59999847,41.90000153,45.5,48.20000076,74.30000305,35.2,494.93,43.40000153
Juab County_UT,0.867200792,0.867200792,37.90000153,41.40000153,47.70000076,52.20000076,81.09999847,9.05,239.41,30
Garfield County_NE,0.867100358,0.867100358,31.10000038,32.79999924,34.79999924,36.40000153,47.79999924,54.38,663.4,50.29999924
Stevens County_KS,0.866800189,0.866800189,40.59999847,43.20000076,47.90000153,51,62.20000076,22.67,260.72,36.70000076
Uintah County_UT,0.86633569,0.86633569,44.5,48.40000153,54.29999924,56.59999847,82.5,12.98,221.8,32.70000076
Mercer County_MO,0.866216958,0.866216958,36.90000153,39.59999847,43.09999847,46.70000076,63.40000153,28.67,326.83,44.20000076
Haralson County_GA,0.865506113,0.865506113,34,36.29999924,39.90000153,42.59999847,69,13.74,301.91,38.70000076
Emery County_UT,0.86474818,0.86474818,46.79999924,49.90000153,55.90000153,60,85.5,12.04,263.87,37.90000153
Geneva County_AL,0.864726961,0.864726961,41,43.40000153,47.29999924,50.40000153,74.59999847,37.45,420.21,43.5
Hancock County_TN,0.8644315,0.8644315,33.09999847,35,38,40.5,53.59999847,17.68,371.3,44.40000153
Grant Parish_LA,0.86424619,0.86424619,43.90000153,46.5,50.5,53.20000076,70.90000153,13.04,264.44,37.70000076
Bollinger County_MO,0.863613546,0.863613546,33.79999924,35.59999847,38.79999924,41,60.40000153,18,312.62,44.29999924
Runnels County_TX,0.863461077,0.863461077,44.09999847,46.79999924,51.09999847,54.40000153,77,47.27,412.35,40.79999924
Lavaca County_TX,0.863391221,0.863391221,41.90000153,44.5,48.79999924,52.29999924,72.5,37.97,343.65,43.09999847
Hardin County_TX,0.863325477,0.863325477,38,40.5,44.59999847,47.20000076,72.69999695,11.06,225.72,39.09999847
Antelope County_NE,0.863243103,0.863243103,38,40.59999847,44.40000153,47,63.09999847,23.89,285.08,43.40000153
Young County_TX,0.862968802,0.862968802,41.40000153,44,48.5,51.5,71.5,36.16,472.83,41.09999847
Pierce County_NE,0.862911284,0.862911284,37.90000153,40.5,44.70000076,48,67.19999695,30.08,288.53,40.59999847
Washington County_CO,0.862699449,0.862699449,32,33.90000153,37,39.40000153,57.09999847,20.57,285.95,41.59999847
Rooks County_KS,0.862081945,0.862081945,49.29999924,52.20000076,56.40000153,59.59999847,77,39.33,347.75,44.70000076
Casey County_KY,0.86166501,0.86166501,37.09999847,39.59999847,43.29999924,45.70000076,61.5,18.28,314.51,42
Barber County_KS,0.861219168,0.861219168,48.40000153,51.59999847,56.59999847,60.5,85.30000305,24.33,384.43,44.5
Upton County_TX,0.861111104,0.861111104,40,43,48.40000153,51,66.69999695,30.63,318.53,35.79999924
Bacon County_GA,0.860724211,0.860724211,31.29999924,33.59999847,37.40000153,40.5,59.40000153,80.33,419.71,38.5
Collingsworth County_TX,0.860426903,0.860426903,33.40000153,35.40000153,39.79999924,43.20000076,71.69999695,53.54,416.83,39.5
Cherokee County_AL,0.860336542,0.860336542,31.70000076,33.29999924,35.90000153,37.79999924,54.79999924,18.4,367.66,47.90000153
Douglas County_SD,0.859988272,0.859988272,55.5,60.09999847,66.09999847,72.19999695,94.69999695,67.35,439.56,42.29999924
Holt County_NE,0.859279275,0.859279275,43.70000076,46.79999924,51.09999847,53.59999847,68.09999847,18.91,347.3,42.29999924
Lamar County_AL,0.858334482,0.858334482,45,47.70000076,51.79999924,55,79.69999695,15.34,303.89,44.70000076
Brown County_TX,0.857786953,0.857786953,41.59999847,43.90000153,47.5,50.59999847,68,62.84,484.66,42.09999847
Scott County_KS,0.857450485,0.857450485,49.59999847,52.70000076,57.40000153,60,69.40000153,56.52,321.57,38.09999847
Van Zandt County_TX,0.856736183,0.856736183,37.40000153,39.79999924,43.40000153,46.29999924,67.90000153,13.87,271.4,42.5
Wyoming County_WV,0.855796099,0.855796099,53.20000076,55.79999924,60.09999847,62,76.30000305,15.2,269.82,45.40000153
Fulton County_PA,0.855459452,0.855459452,37.09999847,39.09999847,41.90000153,44.29999924,65.5,32.36,328.44,45.79999924
Stoddard County_MO,0.855355263,0.855355263,40.70000076,43.09999847,47,49.59999847,71.30000305,17.21,369.75,42.09999847
Washita County_OK,0.855348527,0.855348527,40.20000076,42.90000153,47.40000153,50.09999847,73.30000305,27.49,328.91,39.90000153
Lafayette County_FL,0.855112076,0.855112076,40.09999847,41.79999924,45.20000076,47.79999924,93.19999695,19.09,240.99,40.20000076
Perkins County_NE,0.855016172,0.855016172,41.59999847,44.5,49,52.70000076,69.80000305,56.5,434.32,42.79999924
West Carroll Parish_LA,0.854513049,0.854513049,41.5,43.79999924,47.79999924,51.29999924,83.30000305,40.65,398.17,41.5
Kingfisher County_OK,0.853982985,0.853982985,48.79999924,52.20000076,58.20000076,61.79999924,83.80000305,33.54,285.45,37.59999847
Sheridan County_NE,0.853949308,0.853949308,33.90000153,36.09999847,38.5,40.5,48.40000153,52.99,435.72,45.79999924
Harlan County_KY,0.853796363,0.853796363,47.29999924,50.5,55.40000153,57.79999924,73.40000153,45.86,507.57,41.40000153
Jefferson County_ID,0.853665411,0.853665411,44,48,54.40000153,58.09999847,84.69999695,5.28,129.5,32.59999847
Macon County_TN,0.853378296,0.853378296,33.70000076,36.20000076,39.90000153,43,68.19999695,17.12,269.27,38.09999847
Wright County_MO,0.852843583,0.852843583,36.29999924,39.20000076,43.20000076,46.79999924,71.80000305,9.67,306.82,40.20000076
Childress County_TX,0.852566898,0.852566898,47.5,49.79999924,53.59999847,55.70000076,66.40000153,43.05,446.85,33.20000076
Mingo County_WV,0.852524459,0.852524459,41.59999847,44.29999924,48.29999924,50.79999924,70.40000153,10,263.42,43.79999924
Fentress County_TN,0.852445841,0.852445841,34.70000076,36.70000076,39.70000076,42.29999924,65.30000305,19.63,326.79,46.29999924
Osage County_MO,0.852235019,0.852235019,40.40000153,42.79999924,46.29999924,48.5,70.80000305,11.96,237.69,41.20000076
Ritchie County_WV,0.851972938,0.851972938,50.59999847,53.09999847,56.90000153,59.5,74.80000305,11.93,261.24,47.29999924
Hall County_TX,0.85188359,0.85188359,43.29999924,45,49.09999847,53.29999924,73.09999847,52.72,355.01,45.29999924
Rains County_TX,0.851643801,0.851643801,36.5,38.5,41.79999924,43.79999924,59.70000076,10.39,251.02,48
Beckham County_OK,0.851409137,0.851409137,42.20000076,45.29999924,50.20000076,53,80.90000153,53.98,386.46,36.40000153
Pike County_GA,0.851399243,0.851399243,33.20000076,35.09999847,38.20000076,41.20000076,66,10.27,168.92,40.40000153
Caribou County_ID,0.850702584,0.850702584,41,44.20000076,49.59999847,53.79999924,75,30.94,288.29,37.90000153
Comanche County_TX,0.850640833,0.850640833,45.70000076,48.5,52.79999924,56,70.59999847,45.01,407.26,44.5
Barton County_MO,0.850419641,0.850419641,34,36.09999847,39.5,42.5,62.20000076,28.31,321.67,41.90000153
Jefferson County_OK,0.84947592,0.84947592,42.40000153,45,50.09999847,53.90000153,76.90000153,31.26,343.88,41.20000076
Woodward County_OK,0.849197149,0.849197149,38.90000153,41.59999847,45.59999847,48,76.80000305,49,302.4,37.90000153
Scurry County_TX,0.84903729,0.84903729,46.59999847,50,54.79999924,57,76.90000153,38.04,279.96,36.70000076
Converse County_WY,0.848923981,0.848923981,35.09999847,37.40000153,41.20000076,44,68.90000153,31.45,277.21,39.90000153
Wayne County_MO,0.848417819,0.848417819,37.20000076,39.09999847,42.5,45,65.30000305,12.83,406.82,48.09999847
Tyler County_TX,0.848240137,0.848240137,36.40000153,38.20000076,41.20000076,43.29999924,57.40000153,22.41,377.05,42.90000153
Lewis County_KY,0.847526789,0.847526789,40.40000153,42.90000153,46.20000076,48.40000153,67.80000305,19.25,257.95,42.90000153
Pushmataha County_OK,0.84743619,0.84743619,36.90000153,39,42.29999924,45,61.40000153,25.89,426.26,44.40000153
Baker County_FL,0.847215295,0.847215295,37.20000076,39.59999847,43.59999847,46.29999924,75,9.05,219.4,37.5
Custer County_NE,0.846921802,0.846921802,39,41.70000076,45.79999924,48.79999924,71.19999695,11.47,310.71,42.59999847
Atoka County_OK,0.845611453,0.845611453,37.29999924,39.70000076,43.40000153,46.29999924,63.70000076,27.23,302.99,40.29999924
Grainger County_TN,0.84517467,0.84517467,50.09999847,52.59999847,56.59999847,59.90000153,83.19999695,13.47,286.58,45.90000153
McCulloch County_TX,0.845168829,0.845168829,38.29999924,40.40000153,44.20000076,47.40000153,71.69999695,21.24,404.89,44.40000153
Decatur County_KS,0.844993114,0.844993114,41.5,44,47.59999847,50.79999924,68.40000153,36.35,407.12,50.09999847
Rockcastle County_KY,0.844938338,0.844938338,41.29999924,43.59999847,46.70000076,48.90000153,64.19999695,77.57,545.45,43.59999847
Clark County_KS,0.844465673,0.844465673,47.59999847,50.70000076,55,58.20000076,79.69999695,65.76,606.98,41
Wayne County_IL,0.844334602,0.844334602,40.09999847,42.70000076,46.5,49.29999924,69.5,41.97,371.48,43
DeKalb County_AL,0.84367764,0.84367764,34.79999924,37,40.5,43,61.79999924,28.96,357.87,40.20000076
Andrews County_TX,0.843083739,0.843083739,44.79999924,48.90000153,54.90000153,58.09999847,85.5,22.78,202.82,32
Douglas County_MO,0.842571437,0.842571437,24.60000038,26.10000038,28.5,30.29999924,42.09999847,28.98,375.89,46.40000153
Franklin County_GA,0.842452407,0.842452407,36.79999924,39.20000076,42.70000076,45.20000076,66.09999847,31.53,383.86,40.20000076
Morgan County_TN,0.842245996,0.842245996,52.59999847,55.40000153,59.09999847,62.29999924,93.5,10.82,276.18,42.09999847
Mitchell County_TX,0.841411412,0.841411412,36,38,41.59999847,44,65.40000153,16.54,246.97,35.59999847
Livingston Parish_LA,0.841284692,0.841284692,40.70000076,43.59999847,48,50.59999847,76.59999847,5.42,191.25,36.79999924
Murray County_GA,0.841120303,0.841120303,37.90000153,40.5,44.40000153,47,68.69999695,14.02,261.82,38.90000153
Lee County_VA,0.841041625,0.841041625,51.70000076,54.09999847,57.90000153,60.20000076,74.30000305,22.29,334.8,45.40000153
Musselshell County_MT,0.841027439,0.841027439,35.59999847,37.40000153,39.79999924,41.79999924,58.20000076,22.47,357.43,50.20000076
Putnam County_MO,0.840321898,0.840321898,35.29999924,37.59999847,41.20000076,44.20000076,63.09999847,27.59,435.06,44.70000076
Russell County_KY,0.839642644,0.839642644,46.79999924,49.90000153,54.29999924,56.90000153,74.30000305,45.71,384.45,43.40000153
Jones County_TX,0.839638054,0.839638054,43.5,45.5,48.59999847,50.70000076,64.5,13.08,208.32,38.59999847
Baca County_CO,0.839101136,0.839101136,40.20000076,42.40000153,46.70000076,49.40000153,68.59999847,36.99,560.61,43.70000076
Dent County_MO,0.838280618,0.838280618,35.29999924,37.5,40.79999924,42.70000076,54.59999847,34.65,442.07,44.40000153
Heard County_GA,0.837782741,0.837782741,29.10000038,30.70000076,33.70000076,35.79999924,49.90000153,9.51,221.36,41.09999847
Texas County_MO,0.837649167,0.837649167,33.40000153,35.40000153,38.5,40.5,55.09999847,31.22,413.82,42.79999924
Union County_TN,0.837498486,0.837498486,35.59999847,37.70000076,40.90000153,43.5,62,9.48,310.88,43.40000153
Osborne County_KS,0.837282777,0.837282777,42.59999847,45.29999924,49.29999924,52.5,73.5,51.46,554.6,45.90000153
Searcy County_AR,0.837272942,0.837272942,40,42.20000076,45.5,47.5,64.59999847,26.65,388.32,48.5
Upshur County_TX,0.837030768,0.837030768,34.20000076,36.29999924,39.79999924,42.20000076,62.79999924,7.42,252.07,40.79999924
Marshall County_AL,0.836994052,0.836994052,46.79999924,50.5,55.40000153,58.5,82.5,40.31,444.37,38.59999847
Covington County_AL,0.83683306,0.83683306,38.79999924,41.20000076,45,47.40000153,67.19999695,69.29,516.2,43.20000076
Cumberland County_KY,0.836808681,0.836808681,45.90000153,48.70000076,52.79999924,55,69.30000305,57.83,515.39,45
Trego County_KS,0.836556435,0.836556435,39.70000076,41.40000153,44.5,46,52.09999847,46.54,418.9,49.70000076
Wood County_TX,0.836252689,0.836252689,43.20000076,45.40000153,48.79999924,51.40000153,72.69999695,19.84,366.65,48.70000076
Harrison County_MO,0.835859895,0.835859895,35.20000076,37.5,41.20000076,44.20000076,64.09999847,19.6,305,42.09999847
Big Horn County_WY,0.835535467,0.835535467,40.70000076,43.20000076,47.29999924,49.90000153,72.30000305,39.55,366.23,41.90000153
Ozark County_MO,0.835526288,0.835526288,32.5,34,36.59999847,39.09999847,50.5,22.77,359.83,51.40000153
Wise County_TX,0.835300684,0.835300684,39,41.59999847,45.70000076,48.70000076,71.30000305,45.88,338.43,39.20000076
Gray County_KS,0.835267842,0.835267842,46.90000153,50.90000153,56.59999847,60.79999924,90.19999695,24.81,223.25,36.09999847
Bedford County_PA,0.835025728,0.835025728,40,41.90000153,44.90000153,47.40000153,68.59999847,25.71,306.99,47.40000153
Buchanan County_VA,0.835024595,0.835024595,48.5,50.59999847,53.90000153,55.5,69.5,32.8,407.75,47.79999924
Caldwell Parish_LA,0.834943295,0.834943295,39.70000076,42.5,46.29999924,48.90000153,75.69999695,31.34,377.18,40
Meade County_KS,0.83453238,0.83453238,42.5,45.40000153,50.40000153,52.5,63.29999924,32.32,370.46,38.90000153
Bland County_VA,0.834435165,0.834435165,39.90000153,41.5,43.70000076,45.59999847,64.80000305,27.54,351.53,48
Walker County_AL,0.834199548,0.834199548,48.40000153,51.5,56.09999847,59.09999847,84.40000153,56.93,523.62,42.09999847
Scott County_AR,0.834131241,0.834131241,50,53.20000076,58.20000076,60.90000153,66.69999695,27.49,436.77,42.59999847
Holmes County_OH,0.833861113,0.833861113,18.39999962,20.10000038,22.70000076,25.29999924,51.5,47.21,277.38,32.20000076
Scott County_VA,0.833839357,0.833839357,57.79999924,60.29999924,64.30000305,66.90000153,87.90000153,20.08,318.41,47.90000153
Dawson County_GA,0.833157122,0.833157122,40.59999847,42.79999924,46.09999847,48.59999847,66.40000153,5.97,176.86,43.20000076
Chilton County_AL,0.832988083,0.832988083,37.20000076,39.59999847,43.40000153,45.5,67.09999847,17.01,289.13,40.09999847
Fayette County_AL,0.832762957,0.832762957,35.90000153,38,41.29999924,43.40000153,61.90000153,28.49,358.56,43.59999847
Kimball County_NE,0.832711756,0.832711756,35.79999924,38,41.09999847,43.40000153,63.20000076,32.24,422.04,47.59999847
Green County_KY,0.8324157,0.8324157,44.29999924,46.79999924,50.09999847,52.59999847,71.30000305,31.88,358.69,44.40000153
Cedar County_NE,0.832303107,0.832303107,42.20000076,45.09999847,49.79999924,53.70000076,72.59999847,27.61,309.72,42.70000076
Jackson County_AL,0.832205117,0.832205117,50.59999847,53.5,57.59999847,60.59999847,87.5,30.89,416.69,44
Lyon County_IA,0.831560552,0.831560552,43,46.5,51.40000153,55.70000076,84.90000153,29.14,233.12,38.20000076
Hamilton County_TX,0.831455529,0.831455529,49.5,52.5,57.09999847,59.5,77.80000305,34.03,486.09,45.29999924
Sherman County_KS,0.831275702,0.831275702,45.29999924,48.5,52.79999924,55.40000153,78.59999847,25.45,293.47,39.70000076
Haskell County_TX,0.831074953,0.831074953,38.5,40.09999847,42.90000153,44.79999924,68.59999847,33.27,365.92,42.70000076
Tazewell County_VA,0.830982447,0.830982447,44.90000153,47.29999924,50.40000153,52.29999924,67,52.1,504.45,45.29999924
Franklin County_TX,0.830704749,0.830704749,36.29999924,38.20000076,41.79999924,45.20000076,63.79999924,14.33,227.45,42.90000153
Haskell County_OK,0.830674112,0.830674112,42.5,45.09999847,49.29999924,52.29999924,74.80000305,19.82,340.46,41.20000076
Beauregard Parish_LA,0.829919934,0.829919934,36.70000076,39.59999847,43.29999924,46.09999847,69.19999695,21.59,269.79,37.5
Adair County_KY,0.829835773,0.829835773,40.09999847,42.29999924,45,47,62.5,21.66,268.86,41.09999847
Somervell County_TX,0.829795837,0.829795837,44.79999924,47.20000076,50.90000153,53.59999847,79.19999695,43.3,412.93,42.90000153
Crane County_TX,0.829674006,0.829674006,37.20000076,40.20000076,44.70000076,46.79999924,65.69999695,51.28,316.24,33.70000076
Knox County_KY,0.829654157,0.829654157,37.40000153,39.90000153,43.40000153,45.90000153,60.5,33.1,366.78,39.40000153
Rio Blanco County_CO,0.82931453,0.82931453,39.40000153,41.90000153,46,48.70000076,81.90000153,20.07,268.68,39.29999924
Johnson County_TN,0.829124451,0.829124451,38.20000076,40,42.40000153,44.09999847,64.30000305,19.81,302.7,47.29999924
Grant County_ND,0.829109371,0.829109371,24.39999962,25.89999962,27.89999962,29.20000076,37.5,51.66,383.13,51.40000153
Johnson County_KY,0.829081655,0.829081655,51.09999847,54.09999847,58.5,61,76.69999695,38.13,423.83,42.09999847
Berrien County_GA,0.829006851,0.829006851,34.79999924,37.09999847,40.59999847,43,62.70000076,14.33,303.63,40
Smith County_KS,0.828871906,0.828871906,45.70000076,48.70000076,52.20000076,54.59999847,73.59999847,27.96,511.74,49.70000076
Dade County_MO,0.828841925,0.828841925,44.29999924,46.5,50.29999924,53.40000153,74.80000305,31.58,386.89,46.5
Pike County_AR,0.828780055,0.828780055,43.20000076,45.59999847,49.70000076,52.20000076,73,13.91,322.87,43.59999847
Polk County_AR,0.828621924,0.828621924,37.40000153,39.59999847,43.20000076,45.70000076,54.90000153,58.91,411.31,44.20000076
Grant County_AR,0.82853657,0.82853657,47.70000076,50.40000153,54.70000076,56.79999924,72.09999847,10.5,269.21,41.20000076
Hardin County_TN,0.828479826,0.828479826,41.59999847,43.79999924,47.29999924,50,68.09999847,32.35,452.55,46.09999847
Coal County_OK,0.828446925,0.828446925,42.20000076,45.29999924,49.20000076,52.79999924,68.30000305,28.43,439.73,41.20000076
Sabine Parish_LA,0.828237057,0.828237057,39.40000153,41.79999924,45.79999924,49.09999847,67.90000153,20.33,347.41,42
Sanpete County_UT,0.82804209,0.82804209,42.20000076,44.90000153,48.09999847,49.09999847,75.90000153,9.62,219.89,34.20000076
Phelps County_NE,0.827922702,0.827922702,41.20000076,43.90000153,47.59999847,49.70000076,66.80000305,30.21,397.23,40.5
Richland County_MT,0.82787168,0.82787168,40.79999924,43.59999847,48.29999924,51.5,83.09999847,23.04,271.2,38.40000153
Dixie County_FL,0.82759887,0.82759887,35.20000076,36.90000153,39.70000076,41.5,69.19999695,6.43,245.59,45.90000153
Red Willow County_NE,0.827239513,0.827239513,37.70000076,40.09999847,43.40000153,45.59999847,61.5,30.12,401.02,41.09999847
Norton County_KS,0.827196658,0.827196658,54.09999847,56.90000153,60.90000153,63.79999924,74.19999695,69.26,366.9,42.40000153
McCurtain County_OK,0.827156186,0.827156186,37.29999924,39.90000153,44.29999924,47.5,65.5,33.67,394.38,38.29999924
Laurel County_KY,0.82661593,0.82661593,41.20000076,43.90000153,47.70000076,50,69.80000305,53.39,382.67,40.09999847
Yoakum County_TX,0.826301813,0.826301813,40.29999924,44.29999924,50.90000153,55.5,76,46.01,312.87,30.39999962
Morrill County_NE,0.826035976,0.826035976,36.29999924,38.29999924,41.79999924,44,61.79999924,52.47,513.77,42.40000153
Campbell County_TN,0.82575506,0.82575506,45,47.59999847,51.29999924,53.90000153,74.30000305,32.09,491.94,44
Fremont County_ID,0.825718105,0.825718105,46.59999847,49.70000076,53.90000153,57.40000153,79.09999847,9.56,242.79,39.5
Lincoln County_WY,0.825659156,0.825659156,45.09999847,48.20000076,53.09999847,56.20000076,81.09999847,9.92,214.36,41.59999847
Jackson County_TX,0.825078845,0.825078845,44.90000153,48.29999924,52.79999924,55.5,76.5,9.92,231.47,38.59999847
Franklin County_AL,0.824932396,0.824932396,44.79999924,48,53,56.29999924,80.30000305,22.49,344.55,39
White County_GA,0.824918985,0.824918985,36.5,38.29999924,41.09999847,43.5,64,14.77,271.78,45
McDonald County_MO,0.824588537,0.824588537,34.5,37.29999924,40.90000153,42.90000153,52.90000153,6.41,239.49,39.40000153
Winkler County_TX,0.824553132,0.824553132,39,42.09999847,47.20000076,50.79999924,68.80000305,16.18,237.36,34.40000153
Yuma County_CO,0.824533224,0.824533224,45,48.59999847,53.70000076,57.09999847,74.80000305,21.12,288.7,37.59999847
Comanche County_KS,0.824115038,0.824115038,46.5,49.20000076,55.40000153,58.09999847,77.40000153,83.83,437.13,46.40000153
Putnam County_OH,0.823854208,0.823854208,49.79999924,53.29999924,58.59999847,62.20000076,88.19999695,24.77,238.07,40.09999847
